ID da Aprovacao,Tipo de Solicitacao,Solicitante,Aprovador,Acao Realizada,Justificativa,Data/Hora,Status
"ab02c303...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"cad7464b...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"e6e51a32...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"fb6ec55a...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"37f39e5e...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"071e7470...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"99a0c0fb...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"ae58845a...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"3df662e0...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"9f4a9bbb...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"aaa51fad...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"803e4f99...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"cd407b34...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"56e964cc...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"95a2999b...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"e0d12f13...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"7ccc0090...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"e7e78e0f...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"e77af082...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"ae332e43...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"e7aad42b...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"d6a38b7e...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"c7dac470...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"b04370aa...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"f31dc07a...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"ea9c628d...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"7f4db775...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"de762666...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"5d224aa5...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"f8754602...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"644115e3...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"fcc3b7cd...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"6b2468ca...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"c00d37b2...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"69c3bed9...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"edb1691d...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"d70acc89...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"bb334425...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"047f7c97...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"0f4390b9...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"c7a86a57...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"409da4ee...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"dbf7e8f5...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"79a373cc...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"0f9b2417...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"dfdf2a27...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"12a90342...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"7f639141...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"c57c436c...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"ee1e4437...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"1c33aa9c...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"3f490706...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"8b5c599f...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"533a5ee8...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"84715fb9...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"aaead390...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"3f2f7ac3...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"acb99198...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"9e4ef852...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"05bf5734...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"cfd52c3b...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"d4aed98c...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"c059f10d...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"97aab042...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"8205b0e2...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"03c58973...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"386b80f9...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"894d96d0...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"0ebc325f...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"a9c6be4e...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"ec856137...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"25cbf2e3...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"238dda51...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"28aa7a6c...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"4b1e126e...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"cfeb3b11...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"83743069...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"fb494bb1...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"7bf6f2b3...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"d6e04300...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"f38d1eb4...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"4695a5a9...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"0dd4e0a9...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"21f08b56...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"a3ce6110...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"c90d55d4...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"043e76b8...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"096e0a10...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"cc5c88b6...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"d193d4dc...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"39580b00...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"1682fffd...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"d8003e15...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"e600ac68...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"af0b5503...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"40e57a73...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"93d4581b...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"5a4fa1ff...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"e536f4f6...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"f8fef1fc...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"83cad36f...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"5f3f4fa0...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"dbc5df95...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"5d2afbbf...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"b4852f9f...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"d3835d81...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"fac6f90d...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"a8313c82...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"9b97e09f...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"1086b301...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"335798bd...","rejected","approver@empresa.com","approver@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"2cae7a1a...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"8cadbd4a...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"59210305...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"1475950b...","rejected","manager@empresa.com","manager@empresa.com","rejected","Rejeitado - não atende aos critérios estabelecidos","03/08/2025, 04:57:37","rejected"
"91b446ee...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"c486e013...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"a130c00e...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"0df25496...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"0a8a7f4c...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"f40ff13f...","approved","manager@empresa.com","manager@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"85bc276a...","approved","approver@empresa.com","approver@empresa.com","approved","Aprovado conforme política da empresa","03/08/2025, 04:57:37","approved"
"5b86c476...","rejected","admin@empresa.com","admin@empresa.com","rejected","gsdfgsdfgsdfg","03/08/2025, 04:55:42","rejected"
"15d8eea4...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 04:55:38","rejected"
"e4ebffa9...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 04:55:37","approved"
"e56de7a1...","rejected","admin@empresa.com","admin@empresa.com","rejected","asdfgasdfasdf","03/08/2025, 04:55:24","rejected"
"e56de7a1...","approved","admin@empresa.com","admin@empresa.com","approved","sdfgsdfgsdfg","03/08/2025, 04:24:43","approved"
"a887cdc8...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 04:24:33","rejected"
"14315819...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 04:24:30","approved"
"27f54c7e...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 03:43:33","approved"
"9ecd0928...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 03:38:45","rejected"
"9ecd0928...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 03:38:08","approved"
"5c061125...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 03:38:03","rejected"
"8ac090f9...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 02:55:06","rejected"
"e97cfb4b...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:55:05","approved"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:54:09","approved"
"bb0ec036...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:54:05","rejected"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:51:16","approved"
"bb0ec036...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:48:58","rejected"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:48:01","approved"
"bb0ec036...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:46:39","rejected"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:44:24","approved"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:43:15","approved"
"bb0ec036...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:39:10","rejected"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:38:56","approved"
"bb0ec036...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:37:41","rejected"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:34:20","approved"
"bb0ec036...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:34:14","rejected"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:34:02","approved"
"bb0ec036...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:33:59","rejected"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:32:15","approved"
"bb0ec036...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:19:10","rejected"
"27f54c7e...","restored","admin@empresa.com","admin@empresa.com","restored","Aprovação restaurada por admin@empresa.com - Status original: pending","03/08/2025, 02:19:04","restored"
"27f54c7e...","purchase","admin@empresa.com","admin@empresa.com","deleted","Aprovação deletada por admin@empresa.com","03/08/2025, 02:13:36","deleted"
"bb0ec036...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:13:34","approved"
"391ee748...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 02:13:33","rejected"
"f6fdee78...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:13:15","rejected"
"5a6fdf3f...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:13:07","rejected"
"5a6fdf3f...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:11:18","approved"
"f6fdee78...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:10:50","approved"
"f6fdee78...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:10:44","rejected"
"f6fdee78...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:08:31","approved"
"0df05302...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:07:50","approved"
"f6fdee78...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:06:17","rejected"
"5a6fdf3f...","rejected","admin@empresa.com","admin@empresa.com","rejected","Aprovado via botão rápido","03/08/2025, 02:05:55","rejected"
"e56de7a1...","restored","admin@empresa.com","admin@empresa.com","restored","Aprovação restaurada por admin@empresa.com - Status original: pending","03/08/2025, 02:05:48","restored"
"5a6fdf3f...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:04:30","approved"
"46239fee...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 02:04:29","rejected"
"e56de7a1...","reimbursement","ana.costa@empresa.com","admin@empresa.com","deleted","Aprovação deletada por admin@empresa.com","03/08/2025, 02:02:33","deleted"
"f6fdee78...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 02:02:31","approved"
"96ad21be...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 02:02:30","rejected"
"f6fdee78...","restored","admin@empresa.com","admin@empresa.com","restored","Aprovação restaurada por admin@empresa.com - Status original: pending","03/08/2025, 01:27:23","restored"
"74a54236...","rejected","admin@empresa.com","admin@empresa.com","rejected","teste","03/08/2025, 01:27:11","rejected"
"e6a7ca02...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:27:07","rejected"
"c8331889...","approved","admin@empresa.com","admin@empresa.com","approved","teste","03/08/2025, 01:27:05","approved"
"20acc8f6...","approved","admin@empresa.com","admin@empresa.com","approved","Rejeitado via botão rápido","03/08/2025, 01:26:33","approved"
"20acc8f6...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:26:22","rejected"
"20acc8f6...","restored","admin@empresa.com","admin@empresa.com","restored","Aprovação restaurada por admin@empresa.com - Status original: pending","03/08/2025, 01:25:11","restored"
"20acc8f6...","purchase","joao.silva@empresa.com","admin@empresa.com","deleted","Aprovação deletada por admin@empresa.com","03/08/2025, 01:22:15","deleted"
"891b8e54...","approved","admin@empresa.com","admin@empresa.com","approved","teste","03/08/2025, 01:11:22","approved"
"891b8e54...","rejected","admin@empresa.com","admin@empresa.com","rejected","teste","03/08/2025, 01:11:13","rejected"
"891b8e54...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 01:07:17","approved"
"c1e369cc...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:07:16","rejected"
"b321466e...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:06:59","rejected"
"17b787e1...","vacation","maria.santos@empresa.com","admin@empresa.com","deleted","Aprovação deletada por admin@empresa.com","03/08/2025, 01:06:58","deleted"
"1bdf8146...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 01:06:55","approved"
"c6356657...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:06:54","rejected"
"7f3f0aac...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:06:52","rejected"
"4a0f3c24...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 01:06:49","approved"
"157f2e01...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 01:04:34","approved"
"b63e5e94...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:04:33","rejected"
"b90782e9...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:04:32","rejected"
"156a31a4...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 01:04:31","approved"
"489f4101...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 01:00:31","rejected"
"b687763c...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 01:00:30","approved"
"f6fdee78...","reimbursement","gabriel.lima@empresa.com","admin@empresa.com","deleted","Aprovação deletada por admin@empresa.com","03/08/2025, 01:00:21","deleted"
"99e9a1d0...","vacation","pedro.oliveira@empresa.com","admin@empresa.com","deleted","Aprovação deletada por admin@empresa.com","03/08/2025, 01:00:19","deleted"
"f2a64036...","vacation","julia.ferreira@empresa.com","admin@empresa.com","deleted","Aprovação deletada por admin@empresa.com","03/08/2025, 01:00:06","deleted"
"077389dd...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 01:00:01","approved"
"85caa670...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 00:59:59","rejected"
"f60cc776...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 00:59:56","rejected"
"68b051c7...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 00:59:54","approved"
"19946d26...","approved","admin@empresa.com","admin@empresa.com","approved","Aprovado via botão rápido","03/08/2025, 00:59:54","approved"
"fa49af10...","rejected","admin@empresa.com","admin@empresa.com","rejected","Rejeitado via botão rápido","03/08/2025, 00:59:34","rejected"
